Year,Month,Day, Region, Agegroup, Sex, Deaths,;;;;;;;;;;;;;;;;;;;;;
2020,3,22, Wallonia, 45-64, M, 2,;;;;;;;;;;;;;;;;;;;;;
2020,3,26, Flanders, 75-84, F, 3,;;;;;;;;;;;;;;;;;;;;;
2020,3,29, Flanders, 75-84, F, 3,;;;;;;;;;;;;;;;;;;;;;
2020,3,29, Brussels, 25-44, F, 1,;;;;;;;;;;;;;;;;;;;;;
2020,3,30, Wallonia, 75-84, M, 9,;;;;;;;;;;;;;;;;;;;;;
2020,3,31, Flanders, NA, M, 1,;;;;;;;;;;;;;;;;;;;;;
2020,3,31, Brussels, 85+, F, 8,;;;;;;;;;;;;;;;;;;;;;
2020,4,1, Wallonia, 45-64, M, 5,;;;;;;;;;;;;;;;;;;;;;
2020,4,1, Wallonia, 65-74, F, 5,;;;;;;;;;;;;;;;;;;;;;
2020,4,1, Wallonia, 75-84, F, 17,;;;;;;;;;;;;;;;;;;;;;
2020,4,5, Wallonia, 85+, M, 18,;;;;;;;;;;;;;;;;;;;;;
2020,4,6, Brussels, 75-84, F, 7,;;;;;;;;;;;;;;;;;;;;;
2020,4,7, Flanders, 75-84, F, 26,;;;;;;;;;;;;;;;;;;;;;
2020,4,8, Flanders, 75-84, M, 19,;;;;;;;;;;;;;;;;;;;;;
2020,4,12, Flanders, 45-64, F, 2,;;;;;;;;;;;;;;;;;;;;;
2020,4,15, Flanders, 45-64, F, 2,;;;;;;;;;;;;;;;;;;;;;
2020,4,15, Flanders, 65-74, M, 6,;;;;;;;;;;;;;;;;;;;;;
2020,4,15, Brussels, 85+, F, 22,;;;;;;;;;;;;;;;;;;;;;
2020,4,15, Wallonia, 65-74, M, 4,;;;;;;;;;;;;;;;;;;;;;
2020,4,17, Brussels, 85+, M, 5,;;;;;;;;;;;;;;;;;;;;;
2020,4,20, Brussels, 65-74, F, 3,;;;;;;;;;;;;;;;;;;;;;
2020,4,22, Wallonia, 75-84, M, 12,;;;;;;;;;;;;;;;;;;;;;
2020,4,24, Brussels, 75-84, F, 3,;;;;;;;;;;;;;;;;;;;;;
2020,4,25, Wallonia, 75-84, M, 9,;;;;;;;;;;;;;;;;;;;;;
2020,4,26, Flanders, 45-64, M, 3,;;;;;;;;;;;;;;;;;;;;;
2020,4,27, Flanders, 45-64, M, 3,;;;;;;;;;;;;;;;;;;;;;
2020,4,27, Flanders, 85+, M, 21,;;;;;;;;;;;;;;;;;;;;;
2020,4,27, Brussels, 85+, M, 4,;;;;;;;;;;;;;;;;;;;;;
2020,4,28, Flanders, 85+, M, 9,;;;;;;;;;;;;;;;;;;;;;
2020,4,28, Brussels, 75-84, F, 1,;;;;;;;;;;;;;;;;;;;;;
2020,4,30, Flanders, 25-44, M, 1,;;;;;;;;;;;;;;;;;;;;;
2020,5,1, Flanders, 75-84, M, 6,;;;;;;;;;;;;;;;;;;;;;
2020,5,1, Brussels, 75-84, M, 1,;;;;;;;;;;;;;;;;;;;;;
2020,5,5, Flanders, 75-84, M, 6,;;;;;;;;;;;;;;;;;;;;;
2020,5,7, Flanders, 85+, M, 9,;;;;;;;;;;;;;;;;;;;;;
2020,5,8, Wallonia, 65-74, M, 1,;;;;;;;;;;;;;;;;;;;;;
2020,5,11, Wallonia, 75-84, M, 3,;;;;;;;;;;;;;;;;;;;;;
2020,5,12, Flanders, 25-44, M, 1,;;;;;;;;;;;;;;;;;;;;;
2020,5,12, Brussels, 75-84, F, 1,;;;;;;;;;;;;;;;;;;;;;
2020,5,13, Brussels, 75-84, F, 1,;;;;;;;;;;;;;;;;;;;;;
2020,5,14, Brussels, 75-84, F, 1,;;;;;;;;;;;;;;;;;;;;;
